,AIRPORT_NAME,COUNTY,AIRPORT_ELEVATION,COUNTRY_REGION,MUNICIPALITY,AIRPORT_CODE,COORDINATES
18372,Heide-BÃ¼sum Airport,DE,7.0,DE-SH,BÃ¼sum,HEI,"8.90166664124, 54.153331756600004"
18376,Flensburg-SchÃ¤ferhaus Airport,DE,131.0,DE-SH,Flensburg,FLF,"9.378889083862305, 54.77333450317383"
18378,Helgoland-DÃ¼ne Airport,DE,8.0,DE-SH,Helgoland,HGL,"7.91583299637, 54.185279846200004"
18380,Husum-Schwesing Airport,DE,62.0,DE-SH,Husum,QHU,"9.138333320620001, 54.5099983215"
18385,St. Peter-Ording Airport,DE,7.0,DE-SH,Sankt Peter-Ording,PSH,"8.686944007873535, 54.30888748168945"
18392,Westerland Sylt Airport,DE,51.0,DE-SH,Westerland,GWT,"8.34047031403, 54.9132003784"
18393,Wyk auf FÃ¶hr Airport,DE,26.0,DE-SH,Wyk auf FÃ¶hr,OHR,"8.528332710266113, 54.684444427490234"
18410,KÃ¤rdla Airport,EE,18.0,EE-39,KÃ¤rdla,KDL,"22.830699920654297, 58.99079895019531"
18411,Kuressaare Airport,EE,14.0,EE-74,Kuressaare,URE,"22.50950050354004, 58.22990036010742"
18418,PÃ¤rnu Airport,EE,47.0,EE-67,PÃ¤rnu,EPU,"24.47279930114746, 58.41899871826172"
18426,Lennart Meri Tallinn Airport,EE,131.0,EE-37,Tallinn,TLL,"24.832799911499997, 59.41329956049999"
18428,Tartu Airport,EE,219.0,EE-7B,Tartu,TAY,"26.690399169900004, 58.3074989319"
18437,Enontekio Airport,FI,1005.0,FI-LL,Enontekio,ENF,"23.424299240112, 68.362602233887"
18440,Efogi Airport,PG,3900.0,PG-CPM,Efogi,EFG,"147.659805556, -9.15380555556"
18442,Halli Airport,FI,479.0,FI-LS,Halli / Kuorevesi,KEV,"24.786686, 61.856039"
18444,Helsinki Malmi Airport,FI,57.0,FI-ES,Helsinki,HEM,"25.042800903320312, 60.254600524902344"
18448,Helsinki Vantaa Airport,FI,179.0,FI-ES,Helsinki,HEL,"24.963300704956, 60.317199707031"
18455,HyvinkÃ¤Ã¤ Airfield,FI,430.0,FI-ES,HyvinkÃ¤Ã¤,HYV,"24.8810997009, 60.6543998718"
18460,Kitee Airport,FI,364.0,FI-IS,,KTQ,"30.073601, 62.1661"
18461,Ivalo Airport,FI,481.0,FI-LL,Ivalo,IVL,"27.405300140381, 68.607299804688"
18464,Joensuu Airport,FI,398.0,FI-IS,Joensuu / Liperi,JOE,"29.607500076294, 62.662899017334"
18467,Jyvaskyla Airport,FI,459.0,FI-LS,JyvÃ¤skylÃ¤n Maalaiskunta,JYV,"25.678300857544, 62.399501800537"
18468,Kauhava Airport,FI,151.0,FI-LS,Kauhava,KAU,"23.051399, 63.127102"
18469,Kemi-Tornio Airport,FI,61.0,FI-LL,Kemi / Tornio,KEM,"24.582099914551, 65.778701782227"
18472,Kajaani Airport,FI,483.0,FI-OL,Kajaani,KAJ,"27.692399978638, 64.285499572754"
18473,Kauhajoki Airport,FI,407.0,FI-LS,,KHJ,"22.3931007385, 62.4625015259"
18474,Kokkola-Pietarsaari Airport,FI,84.0,FI-LS,Kokkola / Kruunupyy,KOK,"23.143100738525, 63.721199035645"
18479,Kuusamo Airport,FI,866.0,FI-OL,Kuusamo,KAO,"29.239400863647, 65.987602233887"
18480,KittilÃ¤ Airport,FI,644.0,FI-LL,KittilÃ¤,KTT,"24.846799850464, 67.700996398926"
18481,Kuopio Airport,FI,323.0,FI-IS,Kuopio / SiilinjÃ¤rvi,KUO,"27.797800064087, 63.007099151611"
18484,Lahti Vesivehmaa Airport,FI,502.0,FI-ES,,QLF,"25.693501, 61.144199"
18487,Lappeenranta Airport,FI,349.0,FI-ES,Lappeenranta,LPP,"28.144743, 61.044601"
18489,Mariehamn Airport,FI,17.0,FI-AL,,MHQ,"19.898199081421, 60.122200012207"
18491,Mikkeli Airport,FI,329.0,FI-IS,Mikkeli,MIK,"27.201799, 61.6866"
18498,Oulu Airport,FI,47.0,FI-OL,Oulu / Oulunsalo,OUL,"25.354600906372, 64.930099487305"
18507,Pori Airport,FI,44.0,FI-LS,Pori,POR,"21.799999237061, 61.461700439453"
18514,Rovaniemi Airport,FI,642.0,FI-LL,Rovaniemi,RVN,"25.830400466919, 66.564796447754"
18518,Savonlinna Airport,FI,311.0,FI-IS,Savonlinna,SVL,"28.945100784302, 61.943099975586"
18520,SeinÃ¤joki Airport,FI,302.0,FI-LS,SeinÃ¤joki / Ilmajoki,SJY,"22.8323, 62.692101"
18522,Sodankyla Airport,FI,602.0,FI-LL,Sodankyla,SOT,"26.6191005707, 67.3949966431"
18525,Tampere-Pirkkala Airport,FI,390.0,FI-LS,Tampere / Pirkkala,TMP,"23.604400634766, 61.414100646973"
18527,Turku Airport,FI,161.0,FI-LS,Turku,TKU,"22.262800216675, 60.514099121094"
18529,Utti Air Base,FI,339.0,FI-ES,Utti / Valkeala,UTI,"26.938400268555, 60.89640045166"
18530,Vaasa Airport,FI,19.0,FI-LS,Vaasa,VAA,"21.762199401855, 63.050701141357"
18534,Varkaus Airport,FI,286.0,FI-IS,Varkaus / Joroinen,VRK,"27.868600845337, 62.171100616455"
18538,Ylivieska Airfield,FI,252.0,FI-OL,,YLI,"24.7252778, 64.0547222"
18544,Abu Rudeis Airport,EG,39.0,EG-JS,Abu Rudeis,AUE,"33.20249938964844, 28.89900016784668"
18552,Belfast International Airport,GB,268.0,GB-NIR,Belfast,BFS,"-6.2158298492399995, 54.6575012207"
18553,St Angelo Airport,GB,155.0,GB-NIR,Enniskillen,ENK,"-7.651669979095459, 54.39889907836914"
18554,George Best Belfast City Airport,GB,15.0,GB-NIR,Belfast,BHD,"-5.872499942779541, 54.618099212646484"
18556,City of Derry Airport,GB,22.0,GB-NIR,Derry,LDY,"-7.161109924316406, 55.04280090332031"
18561,Birmingham International Airport,GB,327.0,GB-ENG,Birmingham,BHX,"-1.74802994728, 52.453899383499994"
18564,Coventry Airport,GB,267.0,GB-ENG,Coventry,CVT,"-1.4797199964499999, 52.3697013855"
18567,Gloucestershire Airport,GB,101.0,GB-ENG,Staverton,GLO,"-2.167220115661621, 51.89419937133789"
18568,Sywell Aerodrome,GB,429.0,GB-ENG,Northampton,ORM,"-0.7930560112, 52.305301666300004"
18571,Nottingham Airport,GB,138.0,GB-ENG,Nottingham,NQT,"-1.0791699886322021, 52.91999816894531"
18573,Cotswold Airport,GB,433.0,GB-ENG,Kemble,GBA,"-2.05694, 51.668095"
18581,Manchester Airport,GB,257.0,GB-ENG,Manchester,MAN,"-2.2749500274658203, 53.35369873046875"
18590,Robin Hood Doncaster Sheffield Airport,GB,55.0,GB-ENG,Doncaster,DSA,"-1.01065635681, 53.4805378105"
18600,Upavon Aerodrome,GB,574.0,GB-ENG,Upavon,UPV,"-1.7820199728, 51.2862014771"
18601,RAF Lyneham,GB,513.0,GB-ENG,Lyneham,LYE,"-1.99343, 51.5051"
18611,RNAS Yeovilton,GB,75.0,GB-ENG,Yeovil,YEO,"-2.638819932937622, 51.0093994140625"
18613,Campbeltown Airport,GB,42.0,GB-SCT,Campbeltown,CAL,"-5.686389923095703, 55.437198638916016"
18614,Eday Airport,GB,10.0,GB-SCT,Eday,EOI,"-2.7722198963165283, 59.19060134887695"
18615,Fair Isle Airport,GB,223.0,GB-SCT,Fair Isle,FIE,"-1.628059983253479, 59.53580093383789"
18617,Whalsay Airport,GB,100.0,GB-SCT,Whalsay,WHS,"-0.9255560040473938, 60.377498626708984"
18618,Coll Airport,GB,21.0,GB-SCT,Coll Island,COL,"-6.61778020859, 56.6018981934"
18619,North Ronaldsay Airport,GB,40.0,GB-SCT,North Ronaldsay,NRL,"-2.43443989754, 59.3675003052"
18620,Oban Airport,GB,20.0,GB-SCT,North Connel,OBN,"-5.399670124053955, 56.4635009765625"
18621,Papa Westray Airport,GB,91.0,GB-SCT,Papa Westray,PPW,"-2.9002799987800003, 59.351699829100006"
18622,Stronsay Airport,GB,39.0,GB-SCT,Stronsay,SOY,"-2.64139008522, 59.1553001404"
18623,Sanday Airport,GB,68.0,GB-SCT,Sanday,NDY,"-2.576669931411743, 59.250301361083984"
18624,Lerwick / Tingwall Airport,GB,43.0,GB-SCT,Lerwick,LWK,"-1.24361002445, 60.192199707"
18625,Westray Airport,GB,29.0,GB-SCT,Westray,WRY,"-2.95000004768, 59.3502998352"
18626,Colonsay Airstrip,GB,44.0,GB-SCT,Colonsay,CSA,"-6.24306, 56.057499"
18630,Haverfordwest Airport,GB,159.0,GB-WLS,Haverfordwest,HAW,"-4.9611101150512695, 51.833099365234375"
18631,Cardiff International Airport,GB,220.0,GB-WLS,Cardiff,CWL,"-3.343329906463623, 51.39670181274414"
18632,Swansea Airport,GB,299.0,GB-WLS,Swansea,SWS,"-4.0678300857543945, 51.60530090332031"
18634,Bristol Airport,GB,622.0,GB-ENG,Bristol,BRS,"-2.71909, 51.382702"
18636,Liverpool John Lennon Airport,GB,80.0,GB-ENG,Liverpool,LPL,"-2.849720001220703, 53.33359909057617"
18637,London Luton Airport,GB,526.0,GB-ENG,London,LTN,"-0.36833301186561584, 51.874698638916016"
18640,Land's End Airport,GB,398.0,GB-ENG,Land's End,LEQ,"-5.67056, 50.102798"
18641,Plymouth City Airport,GB,476.0,GB-ENG,Plymouth,PLH,"-4.10583, 50.422798"
18642,St. Mary's Airport,GB,116.0,GB-ENG,St. Mary's,ISC,"-6.291669845581055, 49.913299560546875"
18645,Bournemouth Airport,GB,38.0,GB-ENG,Bournemouth,BOH,"-1.8424999713897705, 50.779998779296875"
18646,Southampton Airport,GB,44.0,GB-ENG,Southampton,SOU,"-1.3567999601364136, 50.95029830932617"
18647,Bembridge Airport,GB,53.0,GB-ENG,Bembridge,BBP,"-1.10943996906, 50.6781005859"
18648,Penzance Heliport,GB,14.0,GB-ENG,Penzance,PZE,"-5.51845, 50.128101"
18649,Lasham Airport,GB,618.0,GB-ENG,Lasham,QLA,"-1.0334999561309814, 51.187198638916016"
18653,Newquay Cornwall Airport,GB,390.0,GB-ENG,Newquay,NQY,"-4.995409965515137, 50.44060134887695"
18654,Chichester/Goodwood Airport,GB,98.0,GB-ENG,Chichester,QUG,"-0.7591670155525208, 50.85940170288086"
18659,Alderney Airport,GG,290.0,GG-U-A,Saint Anne,ACI,"-2.21472, 49.706104"
18660,Guernsey Airport,GG,336.0,GG-U-A,Saint Peter Port,GCI,"-2.6019699573516846, 49.435001373291016"
18661,Jersey Airport,JE,277.0,JE-U-A,Saint Helier,JER,"-2.195509910583496, 49.20790100097656"
18662,Shoreham Airport,GB,7.0,GB-ENG,Brighton,ESH,"-0.297222, 50.835602"
18663,London Biggin Hill Airport,GB,598.0,GB-ENG,London,BQH,"0.0324999988079, 51.33079910279999"
18668,London Gatwick Airport,GB,202.0,GB-ENG,London,LGW,"-0.190278, 51.148102"
18670,RAF West Malling,GB,308.0,GB-ENG,West Malling,WEM,"0.4, 51.27"
18671,Redhill Aerodrome,GB,222.0,GB-ENG,Redhill,KRH,"-0.138611003757, 51.2136001587"
18673,London City Airport,GB,19.0,GB-ENG,London,LCY,"0.055278, 51.505299"
18675,Farnborough Airport,GB,238.0,GB-ENG,Farnborough,FAB,"-0.776332974434, 51.2757987976"
18678,Blackbushe Airport,GB,325.0,GB-ENG,Yateley,BBS,"-0.8475000262260437, 51.32389831542969"
18679,London Heathrow Airport,GB,83.0,GB-ENG,London,LHR,"-0.461941, 51.4706"
18686,Southend Airport,GB,49.0,GB-ENG,Southend,SEN,"0.6955559849739075, 51.5713996887207"
18687,Lydd Airport,GB,13.0,GB-ENG,"Lydd, Ashford",LYX,"0.9391670227050781, 50.95610046386719"
18689,Kent International Airport,GB,178.0,GB-ENG,Manston,MSE,"1.34611, 51.342201"
18691,Lympne Airport,GB,351.0,GB-ENG,Ashford,LYM,"1.013, 51.08"
18696,Carlisle Airport,GB,190.0,GB-ENG,Carlisle,CAX,"-2.8091700077056885, 54.9375"
18701,Blackpool International Airport,GB,34.0,GB-ENG,Blackpool,BLK,"-3.0286099910736084, 53.77170181274414"
18703,Humberside Airport,GB,121.0,GB-ENG,Grimsby,HUY,"-0.350832998752594, 53.57440185546875"
18704,Barrow Walney Island Airport,GB,173.0,GB-ENG,Barrow-in-Furness,BWF,"-3.2675, 54.1286111"
18705,Leeds Bradford Airport,GB,681.0,GB-ENG,Leeds,LBA,"-1.6605700254440308, 53.86589813232422"
18706,Warton Airport,GB,55.0,GB-ENG,Warton,WRT,"-2.88306, 53.745098"
18708,Hawarden Airport,GB,45.0,GB-WLS,Hawarden,CEG,"-2.9777801036834717, 53.1781005859375"
18709,Isle of Man Airport,IM,52.0,IM-U-A,Castletown,IOM,"-4.623889923095703, 54.08330154418945"
18710,Newcastle Airport,GB,266.0,GB-ENG,Newcastle,NCL,"-1.6916699409484863, 55.037498474121094"
18712,Durham Tees Valley Airport,GB,120.0,GB-ENG,Durham,MME,"-1.4294099807739258, 54.50920104980469"
18714,East Midlands Airport,GB,306.0,GB-ENG,Nottingham,EMA,"-1.32806003094, 52.8311004639"
18721,Anglesey Airport,GB,37.0,GB-WLS,Angelsey,VLY,"-4.53533983231, 53.2481002808"
18724,Kirkwall Airport,GB,50.0,GB-SCT,Orkney Islands,KOI,"-2.9049999713897705, 58.957801818847656"
18725,Sumburgh Airport,GB,20.0,GB-SCT,Lerwick,LSI,"-1.2955600023269653, 59.87889862060547"
18726,Wick Airport,GB,126.0,GB-SCT,Wick,WIC,"-3.09306001663208, 58.458900451660156"
18727,Aberdeen Dyce Airport,GB,215.0,GB-SCT,Aberdeen,ABZ,"-2.197779893875122, 57.201900482177734"
18728,Inverness Airport,GB,31.0,GB-SCT,Inverness,INV,"-4.047500133514404, 57.54249954223633"
18729,Glasgow International Airport,GB,26.0,GB-SCT,Glasgow,GLA,"-4.43306, 55.871899"
18731,Edinburgh Airport,GB,135.0,GB-SCT,Edinburgh,EDI,"-3.372499942779541, 55.95000076293945"
18732,Islay Airport,GB,56.0,GB-SCT,Port Ellen,ILY,"-6.256669998168945, 55.68190002441406"
18734,Glasgow Prestwick Airport,GB,65.0,GB-SCT,Glasgow,PIK,"-4.586669921875, 55.5093994140625"
18735,Benbecula Airport,GB,19.0,GB-SCT,Balivanich,BEB,"-7.3627800941467285, 57.48109817504883"
18736,Scatsta Airport,GB,81.0,GB-SCT,Shetland Islands,SCS,"-1.2961100339889526, 60.43280029296875"
18737,Dundee Airport,GB,17.0,GB-SCT,Dundee,DND,"-3.025830030441284, 56.45249938964844"
18738,Stornoway Airport,GB,26.0,GB-SCT,Stornoway,SYY,"-6.331110000610352, 58.215599060058594"
18739,Barra Airport,GB,5.0,GB-SCT,Eoligarry,BRR,"-7.44306, 57.0228"
18741,Perth/Scone Airport,GB,397.0,GB-SCT,Perth,PSL,"-3.372220039367676, 56.43920135498047"
18742,Tiree Airport,GB,38.0,GB-SCT,Balemartine,TRE,"-6.869170188903809, 56.49919891357422"
18743,Unst Airport,GB,,GB-SCT,Shetland Islands,UNT,"-0.8538500070571899, 60.74720001220703"
18746,RAF Kinloss,GB,22.0,GB-SCT,Kinloss,FSS,"-3.56064009666, 57.6493988037"
18747,RAF Leuchars,GB,38.0,GB-SCT,St. Andrews,ADX,"-2.8684399127960205, 56.37289810180664"
18748,RAF Lossiemouth,GB,42.0,GB-SCT,Lossiemouth,LMO,"-3.339169979095459, 57.7052001953125"
18751,Cambridge Airport,GB,47.0,GB-ENG,Cambridge,CBG,"0.175, 52.205002"
18755,Norwich International Airport,GB,117.0,GB-ENG,Norwich,NWI,"1.28278005123, 52.6758003235"
18766,London Stansted Airport,GB,348.0,GB-ENG,London,STN,"0.234999999404, 51.8849983215"
18768,Duxford Aerodrome,GB,125.0,GB-ENG,Duxford,QFO,"0.131944, 52.090801"
18774,Wycombe Air Park,GB,515.0,GB-ENG,High Wycombe,HYC,"-0.8083329796790001, 51.6116981506"
18777,Exeter International Airport,GB,102.0,GB-ENG,Exeter,EXT,"-3.4138898849487305, 50.73440170288086"
18779,Bristol Filton Airport,GB,226.0,GB-ENG,Bristol,FZO,"-2.59083008766, 51.5194015503"
18782,Oxford (Kidlington) Airport,GB,270.0,GB-ENG,Kidlington,OXF,"-1.32000005245, 51.8368988037"
18783,Rochester Airport,GB,436.0,GB-ENG,Rochester,RCS,"0.5033329725265503, 51.351898193359375"
18788,RAF Upper Heyford,GB,436.0,GB-ENG,Upper Heyford,UHF,"-1.2488900423, 51.9375"
18789,RAF Benson,GB,226.0,GB-ENG,Benson,BEX,"-1.09582996368, 51.616401672399995"
18792,RAF Lakenheath,GB,32.0,GB-ENG,Lakenheath,LKZ,"0.56099998951, 52.409301757799994"
18793,RAF Mildenhall,GB,33.0,GB-ENG,Mildenhall,MHZ,"0.48640599846839905, 52.361900329589844"
18799,RAF Wyton,GB,135.0,GB-ENG,St. Ives,QUY,"-0.107832998037, 52.3572006226"
18800,RAF Fairford,GB,286.0,GB-ENG,Fairford,FFD,"-1.7900300025900002, 51.6822013855"
18801,Fleetlands Heliport,GB,3.0,GB-ENG,Gosport,PME,"-1.1691700220099999, 50.8353004456"
18803,RAF Bentwaters,GB,85.0,GB-ENG,Woodbridge,BWY,"1.43472003937, 52.1274986267"
18805,RAF Brize Norton,GB,288.0,GB-ENG,Brize Norton,BZZ,"-1.58362, 51.75"
18806,RAF Odiham,GB,405.0,GB-ENG,Odiham,ODH,"-0.94282501936, 51.2341003418"
18813,RAF Northolt,GB,124.0,GB-ENG,London,NHT,"-0.418166995049, 51.553001403799996"
18814,RAF Alconbury,GB,157.0,GB-ENG,Huntingdon,AYH,"-0.219722002745, 52.374401092499994"
18816,Binbrook Airfield,GB,,GB-ENG,Grimsby,GSY,"-0.209999993443, 53.4467010498"
18817,RAF Coningsby,GB,25.0,GB-ENG,Coningsby,QCY,"-0.166014000773, 53.0929985046"
18821,RAF Honington,GB,174.0,GB-ENG,Thetford,BEQ,"0.7729390263557434, 52.34260177612305"
18822,RAF Cottesmore,GB,461.0,GB-ENG,Cottesmore,OKH,"-0.648769, 52.735699"
18824,RAF Scampton,GB,202.0,GB-ENG,Scampton,SQZ,"-0.550832986832, 53.307800293"
18828,RAF Linton-On-Ouse,GB,53.0,GB-ENG,Linton-On-Ouse,HRT,"-1.2527500391, 54.0489006042"
18830,RAF Waddington,GB,231.0,GB-ENG,Waddington,WTN,"-0.523810982704, 53.1661987305"
18837,RAF Marham,GB,75.0,GB-ENG,Marham,KNF,"0.550692, 52.648395"
18839,Mount Pleasant Airport,FK,244.0,FK-U-A,Mount Pleasant,MPN,"-58.447200775146484, -51.82279968261719"
18846,Amsterdam Airport Schiphol,NL,-11.0,NL-NH,Amsterdam,AMS,"4.76389, 52.308601"
18848,Maastricht Aachen Airport,NL,375.0,NL-LI,Maastricht,MST,"5.77014, 50.911701"
18853,Eindhoven Airport,NL,74.0,NL-NB,Eindhoven,EIN,"5.37452983856, 51.4500999451"
18854,Eelde Airport,NL,17.0,NL-DR,Groningen,GRQ,"6.57944011688, 53.1197013855"
18855,Gilze Rijen Air Base,NL,49.0,NL-NB,Breda,GLZ,"4.931829929351807, 51.56740188598633"
18861,De Kooy Airport,NL,3.0,NL-NH,Den Helder,DHR,"4.780620098114014, 52.92340087890625"
18862,Lelystad Airport,NL,-13.0,NL-FL,Lelystad,LEY,"5.52722, 52.4603"
18863,Leeuwarden Air Base,NL,3.0,NL-FR,Leeuwarden,LWR,"5.760560035705566, 53.228599548339844"
18868,Rotterdam The Hague Airport,NL,-15.0,NL-ZH,Rotterdam,RTM,"4.43722, 51.956902"
18869,Soesterberg Air Base,NL,66.0,NL-UT,Soesterberg,UTC,"5.27619, 52.1273"
18875,Twente Airport,NL,114.0,NL-OV,Enschede,ENS,"6.889167, 52.275833"
18877,Valkenburg Naval Air Base,NL,1.0,NL-ZH,Leiden,LID,"4.41794013977, 52.166099548300004"
18880,Woensdrecht Air Base,NL,63.0,NL-NB,Bergen Op Zoom,WOE,"4.34203, 51.4491"
18885,Bantry Aerodrome,IE,7.0,IE-C,Bantry,BYT,"-9.484169960021973, 51.66859817504883"
18887,Belmullet Aerodrome,IE,150.0,IE-MO,Belmullet,BLY,"-10.0307998657, 54.2228012085"
18888,Connemara Regional Airport,IE,70.0,IE-G,Inverin,NNR,"-9.467780113220215, 53.23030090332031"
18889,Castlebar Airport,IE,,IE-MO,Castlebar,CLB,"-9.28037, 53.8484"
18891,Cork Airport,IE,502.0,IE-C,Cork,ORK,"-8.491109848022461, 51.84130096435547"
18893,Galway Airport,IE,81.0,IE-G,Galway,GWY,"-8.941590309143066, 53.300201416015625"
18896,Donegal Airport,IE,30.0,IE-DL,Donegal,CFN,"-8.340999603271484, 55.0442008972168"
18897,Dublin Airport,IE,242.0,IE-D,Dublin,DUB,"-6.27007, 53.421299"
18905,Inishmore Aerodrome,IE,24.0,IE-G,Inis MÃ³r,IOR,"-9.653610229492188, 53.1067008972168"
18906,Inisheer Aerodrome,IE,40.0,IE-G,Inis OÃ­rr,INQ,"-9.510899543762207, 53.064701080322266"
18909,Kilkenny Airport,IE,319.0,IE-KK,Kilkenny,KKY,"-7.296110153198242, 52.65079879760742"
18910,Ireland West Knock Airport,IE,665.0,IE-MO,Charleston,NOC,"-8.818490028381348, 53.910301208496094"
18911,Kerry Airport,IE,112.0,IE-KY,Killarney,KIR,"-9.52377986907959, 52.18090057373047"
18912,Letterkenny Airport,IE,20.0,IE-DL,Letterkenny,LTR,"-7.672830104827881, 54.95130157470703"
18916,Inishmaan Aerodrome,IE,15.0,IE-G,Inis MeÃ¡in,IIA,"-9.568059921264648, 53.09299850463867"
18920,Shannon Airport,IE,46.0,IE-CE,Shannon,SNN,"-8.92482, 52.702"
18923,Sligo Airport,IE,11.0,IE-SO,Sligo,SXL,"-8.5992097854614, 54.280200958252"
18927,Waterford Airport,IE,119.0,IE-WD,Waterford,WAT,"-7.0869598388671875, 52.187198638916016"
18929,Ejin Banner-Taolai Airport,CN,3077.0,CN-15,Ejin Banner,EJN,"101.0005, 42.0155"
18930,Enejit Airport,MH,30.0,MH-MIL,Enejit Island,EJT,"171.9846, 6.0404"
18933,Aarhus Airport,DK,82.0,DK-82,Aarhus,AAR,"10.619000434899998, 56.2999992371"
18939,Billund Airport,DK,247.0,DK-83,Billund,BLL,"9.15178012848, 55.7402992249"
18941,Copenhagen Kastrup Airport,DK,17.0,DK-84,Copenhagen,CPH,"12.656000137329, 55.617900848389"
18946,Esbjerg Airport,DK,97.0,DK-83,Esbjerg,EBJ,"8.5534, 55.525902"
18970,Karup Airport,DK,170.0,DK-82,Karup,KRP,"9.124629974365234, 56.29750061035156"
18975,LÃ¦sÃ¸ Airport,DK,25.0,DK-81,LÃ¦sÃ¸,BYR,"11.000100135803223, 57.277198791503906"
18977,Lolland Falster Maribo Airport,DK,16.0,DK-85,Lolland Falster / Maribo,MRW,"11.4401, 54.699299"
18983,Odense Airport,DK,56.0,DK-83,Odense,ODE,"10.330900192260742, 55.47669982910156"
18988,Copenhagen Roskilde Airport,DK,146.0,DK-85,Copenhagen,RKE,"12.131400108337402, 55.585601806640625"
18989,Bornholm Airport,DK,52.0,DK-84,RÃ¸nne,RNN,"14.759599685668945, 55.06330108642578"
18993,SÃ¸nderborg Airport,DK,24.0,DK-83,SÃ¸nderborg,SGD,"9.791729927062988, 54.96440124511719"
18999,Sindal Airport,DK,92.0,DK-81,Sindal,CNL,"10.2294, 57.503502"
19001,Skrydstrup Air Base,DK,141.0,DK-83,Vojens,SKS,"9.26702, 55.221048"
19005,Skive Airport,DK,74.0,DK-82,Skive,SQW,"9.172980308532715, 56.550201416015625"
19010,Thisted Airport,DK,23.0,DK-81,Thisted,TED,"8.705220222473145, 57.06880187988281"
19015,Vagar Airport,FO,280.0,FO-U-A,Vagar,FAE,"-7.277219772338867, 62.0635986328125"
19017,Stauning Airport,DK,17.0,DK-82,Skjern / RingkÃ¸bing,STA,"8.353910446166992, 55.9901008605957"
19019,Aalborg Airport,DK,10.0,DK-81,Aalborg,AAL,"9.84924316406, 57.0927589138"
19020,VejrÃ¸,DK,,DK-85,,-,"11.375, 55.035"
19021,Luxembourg-Findel International Airport,LU,1234.0,LU-L,Luxembourg,LUX,"6.2044444, 49.6233333"
19026,Ãlesund Airport,NO,69.0,NO-15,Ãlesund,AES,"6.119699954986572, 62.5625"
19027,AndÃ¸ya Airport,NO,43.0,NO-18,Andenes,ANX,"16.144199371338, 69.292503356934"
19030,Alta Airport,NO,9.0,NO-20,Alta,ALF,"23.371700286865, 69.976097106934"
19036,FÃ¸rde Airport,NO,1046.0,NO-14,FÃ¸rde,FDE,"5.7569398880005, 61.391101837158"
19038,BrÃ¸nnÃ¸ysund Airport,NO,25.0,NO-18,BrÃ¸nnÃ¸y,BNN,"12.217499732971, 65.461097717285"
19039,BodÃ¸ Airport,NO,42.0,NO-18,BodÃ¸,BOO,"14.365300178527832, 67.26920318603516"
19040,Bergen Airport Flesland,NO,170.0,NO-12,Bergen,BGO,"5.218140125, 60.29339981"
19041,BÃ¥tsfjord Airport,NO,490.0,NO-20,BÃ¥tsfjord,BJF,"29.691400527954, 70.60050201416"
19042,BerlevÃ¥g Airport,NO,42.0,NO-20,BerlevÃ¥g,BVG,"29.034201, 70.871399"
19043,Kristiansand Airport,NO,57.0,NO-10,Kjevik,KRS,"8.08537, 58.204201"
19046,Geilo Airport Dagali,NO,2618.0,NO-06,Dagali,DLD,"8.518349647521973, 60.417301177978516"
19049,Bardufoss Airport,NO,252.0,NO-19,MÃ¥lselv,BDU,"18.540399551392, 69.055801391602"
19053,"Harstad/Narvik Airport, Evenes",NO,84.0,NO-18,Evenes,EVE,"16.678100585938, 68.491302490234"
19055,"Oslo, Fornebu Airport",NO,,NO-03,Oslo,FBU,"10.617199897766113, 59.89580154418945"
19057,Leirin Airport,NO,2697.0,NO-05,,VDB,"9.2880601882935, 61.015598297119"
19059,FlorÃ¸ Airport,NO,37.0,NO-14,FlorÃ¸,FRO,"5.0247201919556, 61.583599090576"
19063,Oslo Gardermoen Airport,NO,681.0,NO-02,Oslo,OSL,"11.100399971008, 60.193901062012"
19066,Stafsberg Airport,NO,713.0,NO-04,Hamar,HMR,"11.067999839782715, 60.81809997558594"
19067,Haugesund Airport,NO,86.0,NO-11,KarmÃ¸y,HAU,"5.2083601951599, 59.34529876709"
19068,Hammerfest Airport,NO,266.0,NO-20,Hammerfest,HFT,"23.668600082397, 70.679702758789"
19069,Hasvik Airport,NO,21.0,NO-20,Hasvik,HAA,"22.139699935913, 70.486701965332"
19074,Valan Airport,NO,44.0,NO-20,HonningsvÃ¥g,HVG,"25.983600616455, 71.009696960449"
19078,Kautokeino Air Base,NO,1165.0,NO-20,,QKX,"23.034000396728516, 69.04029846191406"
19079,Kristiansund Airport (Kvernberget),NO,204.0,NO-15,Kvernberget,KSU,"7.824520111084, 63.111801147461"
19081,Gol Airport,NO,2770.0,NO-06,Klanten flyplass,GLL,"9.048672, 60.791066"
19082,Kirkenes Airport (HÃ¸ybuktmoen),NO,283.0,NO-20,Kirkenes,KKN,"29.891300201416, 69.725799560547"
19085,Lista Airport,NO,29.0,NO-10,Farsund,FAN,"6.626049995422363, 58.0994987487793"
19086,Leknes Airport,NO,78.0,NO-18,Leknes,LKN,"13.609399795532, 68.152496337891"
19089,Mehamn Airport,NO,39.0,NO-20,Mehamn,MEH,"27.826700210571, 71.02970123291"
19090,Molde Airport,NO,10.0,NO-15,ÃrÃ¸,MOL,"7.2624998092651, 62.744701385498"
19091,MosjÃ¸en Airport (KjÃ¦rstad),NO,237.0,NO-18,,MJF,"13.214900016785, 65.783996582031"
